confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,OperatingSystems,0.288,"How Linux Works What Every Superuser Should Know (Brian Ward) (z-library.sk, 1lib.sk, z-lib.sk)","How Linux Works What Every Superuser Should Know (Brian Ward) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/How Linux Works What Every Superuser Should Know (Brian Ward) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:linux kernel
0.350,OperatingSystems,0.288,Linux Cookbook,"Linux Cookbook Essential Skills for Linux Users and System  Network Administrators (Carla Schroder) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Linux Cookbook Essential Skills for Linux Users and System  Network Administrators (Carla Schroder) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:linux kernel
0.350,OperatingSystems,0.288,"Linux Pocket Guide Essential Commands (Daniel J. Barrett) (z-library.sk, 1lib.sk, z-lib.sk)","Linux Pocket Guide Essential Commands (Daniel J. Barrett) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Linux Pocket Guide Essential Commands (Daniel J. Barrett) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:operating system
0.350,OperatingSystems,0.288,Microsoft Word - Final Exam 2nd,OS Re-Exam Question-.pdf,/Users/longtran/Documents/E-Books/OS Re-Exam Question-.pdf,body:operating system
0.350,OperatingSystems,0.288,MMMonth.pdf,Frederick P. Brooks - Mythical Man-Month_ Essays on Software Engineering-Addison-Wesley Professional (1995).pdf,/Users/longtran/Documents/E-Books/Frederick P. Brooks - Mythical Man-Month_ Essays on Software Engineering-Addison-Wesley Professional (1995).pdf,body:operating system
0.350,OperatingSystems,0.288,Optimized C++,"Optimized C++ Proven Techniques for Heightened Performance (Kurt Guntheroth) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Optimized C++ Proven Techniques for Heightened Performance (Kurt Guntheroth) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:operating system
0.350,OperatingSystems,0.288,Programming Robots with ROS,"Programming Robots with ROS (Morgan Quigley, Brian Gerkey, William D. Smart) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Programming Robots with ROS (Morgan Quigley, Brian Gerkey, William D. Smart) (Z-Library).pdf",body:operating system
0.350,OperatingSystems,0.288,Raspberry Pi 5 Essentials,"Raspberry Pi 5 Essentials Program, Build, and Master Over 60 Projects with Python (Dogan Ibrahim) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Raspberry Pi 5 Essentials Program, Build, and Master Over 60 Projects with Python (Dogan Ibrahim) (Z-Library).pdf",body:operating system
0.350,OperatingSystems,0.288,"TCP/IP Illustrated, Volume 1: The Protocols","[Addison-Wesley Professional Computing series] Kevin R. Fall, W. Richard Stevens - TCP_IP Illustrated Volume 1. The Protocols (2012, Addison-Wesley) - libgen.li.pdf","/Users/longtran/Documents/E-Books/[Addison-Wesley Professional Computing series] Kevin R. Fall, W. Richard Stevens - TCP_IP Illustrated Volume 1. The Protocols (2012, Addison-Wesley) - libgen.li.pdf",body:unix
0.350,OperatingSystems,0.288,"The Linux Command Line: A Complete Introduction, 2nd Edition",The Linux Command Line A Complete Introduction by William E. Shotts (z-lib.org).pdf,/Users/longtran/Documents/E-Books/The Linux Command Line A Complete Introduction by William E. Shotts (z-lib.org).pdf,body:unix
0.350,OperatingSystems,0.288,The Rust Programming Language,"Steve Klabnik, Carol Nichols, the Rust Community - The Rust Programming Language (2022) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Steve Klabnik, Carol Nichols, the Rust Community - The Rust Programming Language (2022) - libgen.li.pdf",body:systems programming
0.350,OperatingSystems,0.288,Vim 101 Hacks,"Vim 101 Hacks, Practical Examples for Becoming Fast and Productive in Vim Editor (Ramesh Natarajan) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Vim 101 Hacks, Practical Examples for Becoming Fast and Productive in Vim Editor (Ramesh Natarajan) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:unix
0.350,OperatingSystems,0.288,Write Your Own Compiler,"Write Your Own Compiler (Nils M Holm) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Write Your Own Compiler (Nils M Holm) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:operating system
0.350,OperatingSystems,0.325,Computer Systems GE,"Randal E. Bryant_ David R. O’Hallaron - Computer Systems A Programmer’s Perspective (2015, Pearson Education) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Randal E. Bryant_ David R. O’Hallaron - Computer Systems A Programmer’s Perspective (2015, Pearson Education) - libgen.li.pdf",body:operating system; body:virtual memory
0.350,OperatingSystems,0.325,"Kernighan, Ritchie - The C Programming Language, 2nd edition","Kernighan, Ritchie - The C Programming Language, 2nd edition - libgen.li.pdf","/Users/longtran/Documents/E-Books/Kernighan, Ritchie - The C Programming Language, 2nd edition - libgen.li.pdf",body:operating system; body:unix
0.350,OperatingSystems,0.325,Preface,"Brian W. Kernighan, Dennis M. Ritchie - The ANSI C Programming Language (1988, Prentice Hall) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Brian W. Kernighan, Dennis M. Ritchie - The ANSI C Programming Language (1988, Prentice Hall) - libgen.li.pdf",body:operating system; body:unix
0.350,OperatingSystems,0.325,System Programming in Linux,"System Programming in Linux(EARLY ACCESS) (Stewart N. Weiss) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/System Programming in Linux(EARLY ACCESS) (Stewart N. Weiss) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:operating system; body:unix
