confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,Java,0.275,781379004,Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li (1).pdf,/Users/longtran/Documents/E-Books/Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li (1).pdf,body:java; body:spring boot
0.350,Java,0.275,781379004,Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li.pdf,/Users/longtran/Documents/E-Books/Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li.pdf,body:java; body:spring boot
0.350,Java,0.275,Intern CV_TPPL,Intern CV_TPPL.pdf,/Users/longtran/Documents/E-Books/Intern CV_TPPL.pdf,body:java; body:spring boot
0.350,Java,0.275,Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org),Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org).pdf,body:java; body:spring boot
0.350,Java,0.275,Spring in Action,"Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org) (1).pdf","/Users/longtran/Documents/E-Books/Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org) (1).pdf",body:java; body:spring boot
0.350,Java,0.275,Spring in Action,"Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org).pdf",body:java; body:spring boot
0.350,Java,0.288,C#: Learn C# in One Day and Learn It Well. C# for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 3),C Learn C in One Day and Learn It Well. C for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project... (LCF Publishing Jamie Chan) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/C Learn C in One Day and Learn It Well. C for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project... (LCF Publishing Jamie Chan) (z-lib.org).pdf,body:java
0.350,Java,0.288,Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles,Data Structures and Algorithms Made Easy_ Data Structures and Algorithmic Puzzles ( PDFDrive ).pdf,/Users/longtran/Documents/E-Books/Data Structures and Algorithms Made Easy_ Data Structures and Algorithmic Puzzles ( PDFDrive ).pdf,body:java
0.350,Java,0.288,Design Systems for Developers,Design systems for developers Learn how to code design systems that scale (Michael Mangialardi) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Design systems for developers Learn how to code design systems that scale (Michael Mangialardi) (Z-Library).pdf,body:java
0.350,Java,0.288,Design Systems for Developers,"Michael Mangialardi - Design systems for developers_ Learn how to code design systems that scale (2021, Leanpub) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Michael Mangialardi - Design systems for developers_ Learn how to code design systems that scale (2021, Leanpub) - libgen.li.pdf",body:java
0.350,Java,0.288,Git Essentials - A Developer's Guide to Git,"François Dupire, David Landup - Git Essentials_ Developer's Guide to Git-StackAbuse (2021).pdf","/Users/longtran/Documents/E-Books/François Dupire, David Landup - Git Essentials_ Developer's Guide to Git-StackAbuse (2021).pdf",body:java
0.350,Java,0.288,Internship confirmation (1),Internship confirmation (1).pdf,/Users/longtran/Documents/E-Books/Internship confirmation (1).pdf,body:java
0.350,Java,0.288,Internship evaluation (1),Internship evaluation (1).pdf,/Users/longtran/Documents/E-Books/Internship evaluation (1).pdf,body:java
0.350,Java,0.288,Internship evaluation (1) (1),Internship evaluation (1) (1).pdf,/Users/longtran/Documents/E-Books/Internship evaluation (1) (1).pdf,body:java
0.350,Java,0.288,"Kafka Streams in Action, Second Edition MEAP V11","Bill Bejeck - Kafka Streams in Action, Second Edition (MEAP V11)-Manning Publications (2023).pdf","/Users/longtran/Documents/E-Books/Bill Bejeck - Kafka Streams in Action, Second Edition (MEAP V11)-Manning Publications (2023).pdf",body:java
0.350,Java,0.288,Learning Go,"Jon Bodner - Learning Go (2021, O'Reilly Media, Inc.) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Jon Bodner - Learning Go (2021, O'Reilly Media, Inc.) - libgen.li.pdf",body:java
0.350,Java,0.288,O'Reilly Network Safari Bookshelf - Domain-Driven Design: Tackling Complexity in the Heart of Software,Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org).pdf,body:java
0.350,Java,0.288,Python (2nd Edition): Learn Python in One Day and Learn It Well. Python for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 1),"Python (2nd Edition) Learn Python in One Day and Learn It Well. Python for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 1) by Jamie Chan  LCF Publishing [Chan, Jamie] (z-lib.org.pdf","/Users/longtran/Documents/E-Books/Python (2nd Edition) Learn Python in One Day and Learn It Well. Python for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 1) by Jamie Chan  LCF Publishing [Chan, Jamie] (z-lib.org.pdf",body:java
0.350,Java,0.288,Spring Data,"Spring Data by Mark Pollack, Oliver Gierke, Thomas Risberg, Jon Brisbin, Michael Hunger (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Spring Data by Mark Pollack, Oliver Gierke, Thomas Risberg, Jon Brisbin, Michael Hunger (z-lib.org).pdf",body:java
0.350,Java,0.288,The Road to learn React,The Road to learn React Your journey to master plain yet pragmatic React.js by Robin Wieruch (z-lib.org).pdf,/Users/longtran/Documents/E-Books/The Road to learn React Your journey to master plain yet pragmatic React.js by Robin Wieruch (z-lib.org).pdf,body:java
0.350,Java,0.288,Understanding React The Simplest Practical Guide to Start Coding in React (Enrique Pablo Molinari) (Z-Library),Understanding React The Simplest Practical Guide to Start Coding in React (Enrique Pablo Molinari) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Understanding React The Simplest Practical Guide to Start Coding in React (Enrique Pablo Molinari) (Z-Library).pdf,body:java
0.350,Java,0.325,Craig Walls - Spring in Action-Manning Publications (2018),Craig Walls - Spring in Action-Manning Publications (2018).pdf,/Users/longtran/Documents/E-Books/Craig Walls - Spring in Action-Manning Publications (2018).pdf,body:java; body:spring boot
0.350,Java,0.325,KMS_CV Template.docx,KMS-CV-TranPhanPhucLong.pdf,/Users/longtran/Documents/E-Books/KMS-CV-TranPhanPhucLong.pdf,body:java; body:spring boot
0.350,Java,0.325,MASTERING_SPRING_CLOUD,MASTERING_SPRING_CLOUD.pdf,/Users/longtran/Documents/E-Books/MASTERING_SPRING_CLOUD.pdf,body:java; body:spring boot
0.350,Java,0.325,Raúl Estrada - Apache Kafka 1.0 Cookbook-Packt Publishing (2017),Raúl Estrada - Apache Kafka 1.0 Cookbook-Packt Publishing (2017).pdf,/Users/longtran/Documents/E-Books/Raúl Estrada - Apache Kafka 1.0 Cookbook-Packt Publishing (2017).pdf,body:hibernate; body:java
0.350,Java,0.325,Spring in Action (Craig Walls) (z-lib.org),Spring in Action (Craig Walls) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Spring in Action (Craig Walls) (z-lib.org).pdf,body:java; body:spring boot
0.350,Java,0.325,Spring MVC Beginner’s Guide,Spring MVC Beginner’s Guide (Amuthan G. [Amuthan Ganeshan]) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Spring MVC Beginner’s Guide (Amuthan G. [Amuthan Ganeshan]) (z-lib.org).pdf,body:java; body:maven
0.350,Java,0.325,Spring MVC: Beginner's Guide - Second Edition,Spring MVC Beginners Guide (Amuthan Ganeshan) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Spring MVC Beginners Guide (Amuthan Ganeshan) (z-lib.org).pdf,body:java; body:maven
0.350,Java,0.325,Tran-Phan-Phuc-Long.pdf,My-CV-Gameloft.pdf,/Users/longtran/Documents/E-Books/My-CV-Gameloft.pdf,body:java; body:spring boot
0.350,Java,0.325,Tran-Phan-Phuc-Long.pdf,My-CV.pdf,/Users/longtran/Documents/E-Books/My-CV.pdf,body:java; body:spring boot
